RD [%],D [m],L [m],t [m],H [kN],M [kN.m],y [m],rot [deg]
0.90,12,24,0.109,60166.4689,3609988.134,2.235015678,8.396152996
0.90,12,36,0.109,266.0101013,15960.60608,0.000411992,0.001768456
0.90,12,36,0.109,396.7854919,23807.12952,0.000624236,0.00265851
0.90,12,36,0.109,526.5078125,31590.46875,0.000839422,0.003551277
0.90,12,36,0.109,655.1524658,39309.14795,0.001057581,0.004446915
0.90,12,36,0.109,782.7699585,46966.19751,0.001278512,0.005345315
0.90,12,36,0.109,909.3920898,54563.52539,0.001502023,0.006246358
0.90,12,36,0.109,1035.031738,62101.9043,0.001728045,0.00715002
0.90,12,36,0.109,1159.780762,69586.8457,0.001956292,0.008056069
0.90,12,36,0.109,1283.571899,77014.31396,0.002186907,0.008964636
0.90,12,36,0.109,1406.475464,84388.52783,0.00241973,0.009875521
0.90,12,36,0.109,1528.496094,91709.76563,0.00265475,0.010788706
0.90,12,36,0.109,1770.307129,106218.4277,0.003130144,0.012621063
0.90,12,36,0.109,2008.616699,120517.002,0.003614423,0.014462085
0.90,12,36,0.109,2244.026855,134641.6113,0.004105778,0.016310358
0.90,12,36,0.109,2476.707275,148602.4365,0.004603828,0.018165307
0.90,12,36,0.109,2707.03418,162422.0508,0.005107714,0.020026006
0.90,12,36,0.109,2934.882568,176092.9541,0.005617817,0.021892694
0.90,12,36,0.109,3160.484619,189629.0771,0.006133599,0.023764739
0.90,12,36,0.109,3383.790283,203027.417,0.006655395,0.025642284
0.90,12,36,0.109,3605.337158,216320.2295,0.00718181,0.027524085
0.90,12,36,0.109,3824.928223,229495.6934,0.007713416,0.02941059
0.90,12,36,0.109,4042.480225,242548.8135,0.008250411,0.031301892
0.90,12,36,0.109,4258.494629,255509.6777,0.00879149,0.033196809
0.90,12,36,0.109,4472.801758,268368.1055,0.009337156,0.035095794
0.90,12,36,0.109,4685.510254,281130.6152,0.009887102,0.036998501
0.90,12,36,0.109,4896.697754,293801.8652,0.010441036,0.038904725
0.90,12,36,0.109,5106.446289,306386.7773,0.010998691,0.04081424
0.90,12,36,0.109,5314.76416,318885.8496,0.011560129,0.042727056
0.90,12,36,0.109,5521.718262,331303.0957,0.01212526,0.044643017
0.90,12,36,0.109,5931.088379,355865.3027,0.013268043,0.048485456
0.90,12,36,0.109,6335.904297,380154.2578,0.01442374,0.052337889
0.90,12,36,0.109,6736.00293,404160.1758,0.015592346,0.05620108
0.90,12,36,0.109,7132.055664,427923.3398,0.01677221,0.060073515
0.90,12,36,0.109,7523.929199,451435.752,0.017964127,0.06395555
0.90,12,36,0.109,7624.513254,457470.7953,0.01826965,0.06495107
0.90,12,36,0.109,8934.97168,536098.3008,0.022423936,0.078279008
0.90,12,36,0.109,11410.18359,684611.0156,0.031156576,0.105268473
0.90,12,36,0.109,15965.06445,957903.8672,0.049773222,0.160172428
0.90,12,36,0.109,24069.10547,1444146.328,0.089749824,0.272496578
0.90,12,36,0.109,37500.43359,2250026.016,0.176165096,0.504919691
0.90,12,36,0.109,49376.52734,2962591.641,0.265643761,0.742108497
0.90,12,36,0.109,60132.30078,3607938.047,0.357369244,0.982600078
0.90,12,36,0.109,70023.26563,4201395.938,0.450760961,1.225628816
0.90,12,36,0.109,79214.46875,4752868.125,0.54552719,1.470658176
0.90,12,36,0.109,87777.73438,5266664.063,0.641537696,1.717456371
0.90,12,36,0.109,95831.32031,5749879.219,0.738566935,1.965662465
0.90,12,36,0.109,103433.6406,6206018.438,0.836500108,2.215132133
0.90,12,36,0.109,110609.125,6636547.5,0.935257852,2.465814128
0.90,12,36,0.109,117407.9766,7044478.594,1.034768373,2.717509606
0.90,12,36,0.109,123834.7656,7430085.938,1.13497138,2.970250803
0.90,12,36,0.109,129900.1641,7794009.844,1.235832155,3.224020414
0.90,12,36,0.109,135621.0469,8137262.813,1.337309659,3.478767228
0.90,12,36,0.109,141021.2813,8461276.875,1.439325035,3.734433998
0.90,12,36,0.109,146102.875,8766172.5,1.541813731,3.991067647
0.90,12,36,0.109,150884.7031,9053082.188,1.644736826,4.248614953
0.90,12,36,0.109,155384.5781,9323074.688,1.748096168,4.50698142
0.90,12,36,0.109,159611.5625,9576693.75,1.851896703,4.766088397
0.90,12,36,0.109,163575.2813,9814516.875,1.956108272,5.025919084
0.90,12,36,0.109,167292.2969,10037537.81,2.060676277,5.286421804
0.90,12,36,0.109,170771.125,10246267.5,2.165610075,5.547545967
0.90,12,36,0.109,174021.5625,10441293.75,2.270900607,5.809247572
0.90,12,36,0.109,177034.4375,10622066.25,2.376578569,6.071529579
0.90,12,36,0.109,179797.0625,10787823.75,2.482679725,6.334423837
0.90,12,36,0.109,182352.7188,10941163.13,2.589052677,6.597839282
0.90,12,36,0.109,184681.6563,11080899.38,2.695788503,6.861765265
0.90,12,36,0.109,186809.3594,11208561.56,2.802794576,7.126133275
0.90,12,36,0.109,188741.3438,11324480.63,2.909998178,7.390973588
0.90,12,36,0.109,190524.2656,11431455.94,3.017359495,7.656096583
0.90,12,36,0.109,192171.3438,11530280.63,3.124946713,7.921347753
0.90,12,36,0.109,192571.8939,11554313.63,3.158608873,8.004635358
0.90,12,48,0.109,295.283905,17717.0343,0.000407501,0.001804923
0.90,12,48,0.109,441.0082397,26460.49438,0.000616938,0.002712126
0.90,12,48,0.109,585.8352051,35150.1123,0.000829017,0.003621525
0.90,12,48,0.109,729.7549438,43785.29663,0.001043733,0.00453322
0.90,12,48,0.109,872.7884521,52367.30713,0.001260957,0.005447198
0.90,12,48,0.109,1015.015137,60900.9082,0.001480368,0.006363233
0.90,12,48,0.109,1156.419922,69385.19531,0.001701986,0.007281358
0.90,12,48,0.109,1297.085693,77825.1416,0.001925575,0.008201369
0.90,12,48,0.109,1436.963745,86217.82471,0.002151234,0.009123322
0.90,12,48,0.109,1576.11731,94567.03857,0.002378799,0.010047055
0.90,12,48,0.109,1714.551636,102873.0981,0.002608287,0.010972556
0.90,12,48,0.109,1989.559937,119373.5962,0.003071797,0.012828477
0.90,12,48,0.109,2261.782715,135706.9629,0.003542993,0.01469063
0.90,12,48,0.109,2531.674072,151900.4443,0.004020289,0.016558226
0.90,12,48,0.109,2799.391357,167963.4814,0.004503233,0.018430685
0.90,12,48,0.109,3065.277832,183916.6699,0.004991024,0.020307199
0.90,12,48,0.109,3329.213379,199752.8027,0.00548402,0.022188001
0.90,12,48,0.109,3591.406738,215484.4043,0.005981776,0.024072547
0.90,12,48,0.109,3851.947754,231116.8652,0.006484162,0.025960649
0.90,12,48,0.109,4110.979492,246658.7695,0.006990909,0.027851987
0.90,12,48,0.109,4368.558105,262113.4863,0.007501869,0.029746409
0.90,12,48,0.109,4624.72998,277483.7988,0.008016833,0.031643794
0.90,12,48,0.109,4879.557617,292773.457,0.008535656,0.033543989
0.90,12,48,0.109,5133.104492,307986.2695,0.00905823,0.035446814
0.90,12,48,0.109,5385.441406,323126.4844,0.009584381,0.037352095
0.90,12,48,0.109,5636.648438,338198.9063,0.010113915,0.039259652
0.90,12,48,0.109,6135.424805,368125.4883,0.011183058,0.043082893
0.90,12,48,0.109,6630.338867,397820.332,0.012264364,0.046912924
0.90,12,48,0.109,7121.572266,427294.3359,0.013357162,0.050749875
0.90,12,48,0.109,7609.291016,456557.4609,0.014461066,0.054593339
0.90,12,48,0.109,8094.086426,485645.1855,0.015574434,0.058442142
0.90,12,48,0.109,8575.767578,514546.0547,0.016698052,0.06229667
0.90,12,48,0.109,9054.881836,543292.9102,0.017830188,0.066155807
0.90,12,48,0.109,9284.798562,557087.9137,0.018377296,0.068012193
0.90,12,48,0.109,10967.95703,658077.4219,0.022479558,0.08179451
0.90,12,48,0.109,14228.70703,853722.4219,0.031054452,0.109538692
0.90,12,48,0.109,20458.7832,1227526.992,0.049283655,0.165494081
0.90,12,48,0.109,32137.24219,1928234.531,0.088730946,0.278544117
0.90,12,48,0.109,53377.20313,3202632.188,0.175257161,0.508057171
0.90,12,48,0.109,73075.01563,4384500.938,0.266418241,0.740880728
0.90,12,48,0.109,91276.35156,5476581.094,0.361798689,0.976963583
0.90,12,48,0.109,108337.0781,6500224.688,0.460386202,1.215489094
0.90,12,48,0.109,124474.0234,7468441.406,0.561539277,1.455961729
0.90,12,48,0.109,139844.4688,8390668.125,0.664826602,1.698004563
0.90,12,48,0.109,154551.7031,9273102.188,0.769994348,1.941372831
0.90,12,48,0.109,168674.4375,10120466.25,0.876862407,2.185865438
0.90,12,48,0.109,182255.2031,10935312.19,0.985307693,2.431383069
0.90,12,48,0.109,195331.9219,11719915.31,1.095233619,2.677824951
0.90,12,48,0.109,207940.6875,12476441.25,1.2065835,2.925098678
0.90,12,48,0.109,220106.5625,13206393.75,1.31926167,3.173162643
0.90,12,48,0.109,231863.6094,13911816.56,1.433161736,3.421941018
0.90,12,48,0.109,243229.5469,14593772.81,1.548255682,3.671368776
0.90,12,48,0.109,254214,15252840,1.664548278,3.921416546
0.90,12,48,0.109,264856.5625,15891393.75,1.781916857,4.171994911
0.90,12,48,0.109,275136.9375,16508216.25,1.900422513,4.423126407
0.90,12,48,0.109,285086.4375,17105186.25,2.01998204,4.674726073
0.90,12,48,0.109,294737.1563,17684229.38,2.140498638,4.926710027
0.90,12,48,0.109,304103.7188,18246223.13,2.261973858,5.17901596
0.90,12,48,0.109,313175.3125,18790518.75,2.384416103,5.431684732
0.90,12,48,0.109,321975.4063,19318524.38,2.507707,5.684692562
0.90,12,48,0.109,330433.1875,19825991.25,2.632109284,5.938146269
0.90,12,48,0.109,338640.4375,20318426.25,2.757271528,6.191881702
0.90,12,48,0.109,346579.5938,20794775.63,2.883295894,6.445885684
0.90,12,48,0.109,354264.6563,21255879.38,3.010131121,6.700143721
0.90,12,48,0.109,361675.5625,21700533.75,3.137832522,6.954690626
0.90,12,48,0.109,368874.9063,22132494.38,3.266188145,7.20939639
0.90,12,48,0.109,375711.375,22542682.5,3.395667791,7.464572148
0.90,12,48,0.109,382291.4063,22937484.38,3.525913358,7.719971214
0.90,12,48,0.109,384316.1968,23058971.81,3.566552876,7.799926714
0.90,12,60,0.109,349.0230408,20941.38245,0.000475258,0.002120008
0.90,12,60,0.109,521.1334229,31268.00537,0.000720004,0.003185946
0.90,12,60,0.109,692.0893555,41525.36133,0.000968161,0.004254775
0.90,12,60,0.109,861.8604736,51711.62842,0.001219732,0.005326647
0.90,12,60,0.109,1030.564819,61833.88916,0.001474211,0.006401231
0.90,12,60,0.109,1198.220459,71893.22754,0.001731531,0.007478493
0.90,12,60,0.109,1364.840698,81890.44189,0.001991597,0.008558375
0.90,12,60,0.109,1530.53064,91831.83838,0.002254044,0.00964061
0.90,12,60,0.109,1695.28418,101717.0508,0.002518959,0.010725123
0.90,12,60,0.109,1859.131714,111547.9028,0.002786217,0.011811859
0.90,12,60,0.109,2022.126953,121327.6172,0.003055696,0.012900634
0.90,12,60,0.109,2184.321045,131059.2627,0.003327266,0.01399132
0.90,12,60,0.109,2345.735352,140744.1211,0.003600848,0.015083839
0.90,12,60,0.109,2666.441895,159986.5137,0.004153194,0.017274232
0.90,12,60,0.109,2984.380859,179062.8516,0.00471316,0.019470487
0.90,12,60,0.109,3299.831543,197989.8926,0.005279835,0.021672183
0.90,12,60,0.109,3613.158936,216789.5361,0.00585218,0.023878497
0.90,12,60,0.109,3924.191895,235451.5137,0.006430922,0.026089696
0.90,12,60,0.109,4233.493652,254009.6191,0.007014595,0.028304583
0.90,12,60,0.109,4540.824219,272449.4531,0.007603938,0.030523658
0.90,12,60,0.109,4846.598633,290795.918,0.008197675,0.032745978
0.90,12,60,0.109,5150.592773,309035.5664,0.008796737,0.034972006
0.90,12,60,0.109,5453.232422,327193.9453,0.009399817,0.037200782
0.90,12,60,0.109,5754.434082,345266.0449,0.010007157,0.039432461
0.90,12,60,0.109,6054.317383,363259.043,0.010618316,0.041666677
0.90,12,60,0.109,6352.943848,381176.6309,0.011233114,0.043903285
0.90,12,60,0.109,6650.369629,399022.1777,0.011851507,0.046142165
0.90,12,60,0.109,6946.694336,416801.6602,0.012473348,0.048383088
0.90,12,60,0.109,7535.341309,452120.4785,0.013728835,0.052873535
0.90,12,60,0.109,8120.638184,487238.291,0.014996183,0.057368959
0.90,12,60,0.109,8702.397461,522143.8477,0.016274913,0.061870635
0.90,12,60,0.109,9280.796875,556847.8125,0.017564821,0.066378228
0.90,12,60,0.109,9856.381836,591382.9102,0.018864702,0.070890726
0.90,12,60,0.109,10207.39129,612443.4773,0.019662919,0.073648905
0.90,12,60,0.109,12077.89648,724673.7891,0.02401226,0.08853189
0.90,12,60,0.109,15724.89453,943493.6719,0.03305374,0.118447918
0.90,12,60,0.109,22770.90039,1366254.023,0.052099282,0.178642263
0.90,12,60,0.109,36258.34766,2175500.859,0.092705783,0.299754996
0.90,12,60,0.109,61742.41016,3704544.609,0.180216745,0.543496517
0.90,12,60,0.109,86502.6875,5190161.25,0.270908773,0.787775146
0.90,12,60,0.109,110212.5313,6612751.875,0.365124255,1.033776778
0.90,12,60,0.109,132889.8594,7973391.563,0.46274963,1.281525998
0.90,12,60,0.109,154641.5938,9278495.625,0.563497946,1.530721082
0.90,12,60,0.109,175630.875,10537852.5,0.666838348,1.781067845
0.90,12,60,0.109,195987.4375,11759246.25,0.772316903,2.032326565
0.90,12,60,0.109,215799.0156,12947940.94,0.879673213,2.284326709
0.90,12,60,0.109,235109.2031,14106552.19,0.988778055,2.536964451
0.90,12,60,0.109,253934.5625,15236073.75,1.09959805,2.790194217
0.90,12,60,0.109,272306.9688,16338418.13,1.212038279,3.04395921
0.90,12,60,0.109,290252.4063,17415144.38,1.326040387,3.298196347
0.90,12,60,0.109,307811.8125,18468708.75,1.441470146,3.552810708
0.90,12,60,0.109,324979.2813,19498756.88,1.558350027,3.807798759
0.90,12,60,0.109,341764.5938,20505875.63,1.676663876,4.063128547
0.90,12,60,0.109,358191.2813,21491476.88,1.796359777,4.318744176
0.90,12,60,0.109,374295.8125,22457748.75,1.917316496,4.574577917
0.90,12,60,0.109,390072.375,23404342.5,2.039566696,4.830628125
0.90,12,60,0.109,405532.9063,24331974.38,2.163098633,5.086838864
0.90,12,60,0.109,420678.8438,25240730.63,2.287896752,5.343202117
0.90,12,60,0.109,435505.6875,26130341.25,2.413953543,5.59974717
0.90,12,60,0.109,450055.5938,27003335.63,2.541151404,5.856356121
0.90,12,60,0.109,464379.4063,27862764.38,2.669316173,6.112937318
0.90,12,60,0.109,478366.1563,28701969.38,2.79885149,6.369664475
0.90,12,60,0.109,492102.5625,29526153.75,2.929418802,6.626379081
0.90,12,60,0.109,505593.4063,30335604.38,3.061055541,6.883033036
0.90,12,60,0.109,518859.0313,31131541.88,3.193703413,7.139597323
0.90,12,60,0.109,531802.875,31908172.5,3.32771337,7.396220889
0.90,12,60,0.109,544546,32672760,3.462569356,7.652720553
0.90,12,60,0.109,557071.4375,33424286.25,3.598411202,7.909054962
0.90,12,60,0.109,561048.6463,33662918.78,3.640497501,7.989129257
0.90,12,72,0.109,376.7654114,22605.92468,0.000513603,0.002290475
0.90,12,72,0.109,562.434021,33746.04126,0.000778418,0.00344242
0.90,12,72,0.109,746.7603149,44805.6189,0.001047145,0.004597741
0.90,12,72,0.109,929.7471924,55784.83154,0.001319664,0.005756536
0.90,12,72,0.109,1111.493042,66689.58252,0.001595517,0.006918506
0.90,12,72,0.109,1292.057373,77523.44238,0.001874535,0.008083487
0.90,12,72,0.109,1471.467285,88288.03711,0.002156572,0.009251363
0.90,12,72,0.109,1649.843506,98990.61035,0.00244128,0.010421834
0.90,12,72,0.109,1827.127319,109627.6392,0.00272891,0.011594984
0.90,12,72,0.109,2003.407471,120204.4482,0.003019135,0.012770539
0.90,12,72,0.109,2178.747559,130724.8535,0.003311827,0.013948332
0.90,12,72,0.109,2353.188965,141191.3379,0.003606881,0.015128243
0.90,12,72,0.109,2526.785645,151607.1387,0.003904149,0.016310118
0.90,12,72,0.109,2871.611572,172296.6943,0.004504364,0.018679726
0.90,12,72,0.109,3213.481201,192808.8721,0.005112756,0.021055538
0.90,12,72,0.109,3552.585449,213155.127,0.005728509,0.023437356
0.90,12,72,0.109,3889.246826,233354.8096,0.006350981,0.025824417
0.90,12,72,0.109,4223.697266,253421.8359,0.006979749,0.0282162
0.90,12,72,0.109,4556.099121,273365.9473,0.007614453,0.030612326
0.90,12,72,0.109,4886.52002,293191.2012,0.008254744,0.033012623
0.90,12,72,0.109,5215.104492,312906.2695,0.008900394,0.035416737
0.90,12,72,0.109,5542.111328,332526.6797,0.009550661,0.037824027
0.90,12,72,0.109,5867.34082,352040.4492,0.010206246,0.040234915
0.90,12,72,0.109,6191.254395,371475.2637,0.01086574,0.04264838
0.90,12,72,0.109,6513.736816,390824.209,0.01152948,0.045064676
0.90,12,72,0.109,6834.740234,410084.4141,0.01219771,0.047483771
0.90,12,72,0.109,7472.390137,448343.4082,0.01354686,0.052331343
0.90,12,72,0.109,8105.94873,486356.9238,0.014910229,0.057185137
0.90,12,72,0.109,8735.518555,524131.1133,0.016286518,0.062046057
0.90,12,72,0.109,9361.453125,561687.1875,0.017674869,0.066913367
0.90,12,72,0.109,9984.080078,599044.8047,0.019074603,0.071786367
0.90,12,72,0.109,10603.61719,636217.0313,0.020485419,0.076664703
0.90,12,72,0.109,10981.12611,658867.5663,0.021350457,0.079643647
0.90,12,72,0.109,12995.88867,779753.3203,0.026065334,0.095727938
0.90,12,72,0.109,16923.1875,1015391.25,0.035871875,0.128060048
0.90,12,72,0.109,24531.36719,1471882.031,0.056459468,0.193075057
0.90,12,72,0.109,39143.97656,2348638.594,0.100127298,0.323806225
0.90,12,72,0.109,66929.89063,4015793.438,0.193530433,0.58674505
0.90,12,72,0.109,94152.6875,5649161.25,0.289603993,0.849948536
0.90,12,72,0.109,120521.6563,7231299.375,0.388569534,1.114411567
0.90,12,72,0.109,146211.7969,8772707.813,0.489754081,1.379988392
0.90,12,72,0.109,171260.7969,10275647.81,0.593129843,1.646471525
0.90,12,72,0.109,195715,11742900,0.698620021,1.913700002
0.90,12,72,0.109,219592.5156,13175550.94,0.806195587,2.181605112
0.90,12,72,0.109,242925.3594,14575521.56,0.915740997,2.450123645
0.90,12,72,0.109,265759.4688,15945568.13,1.027085334,2.719194927
0.90,12,72,0.109,288140.875,17288452.5,1.140095413,2.988732674
0.90,12,72,0.109,310115.75,18606945,1.254660904,3.25862089
0.90,12,72,0.109,331719.9063,19903194.38,1.370651782,3.528796356
0.90,12,72,0.109,352989.8125,21179388.75,1.48793298,3.799198006
0.90,12,72,0.109,373928.75,22435725,1.606495917,4.069808435
0.90,12,72,0.109,394552.9688,23673178.13,1.726331592,4.340560818
0.90,12,72,0.109,414886.2188,24893173.13,1.847393274,4.611389002
0.90,12,72,0.109,434927.7188,26095663.13,1.969686627,4.88229619
0.90,12,72,0.109,454697.7188,27281863.13,2.09316051,5.153220444
0.90,12,72,0.109,474191.7188,28451503.13,2.21779561,5.424172048
0.90,12,72,0.109,493409.2188,29604553.13,2.343614459,5.695113014
0.90,12,72,0.109,512403.875,30744232.5,2.470473766,5.96590509
0.90,12,72,0.109,531141.6875,31868501.25,2.598523974,6.236590949
0.90,12,72,0.109,549661.8125,32979708.75,2.727603555,6.50710674
0.90,12,72,0.109,567958,34077480,2.857738376,6.777458892
0.90,12,72,0.109,585994.5,35159670,2.9890095,7.047690375
0.90,12,72,0.109,603825.4375,36229526.25,3.121292353,7.317655245
0.90,12,72,0.109,621408.9375,37284536.25,3.254775167,7.587403712
0.90,12,72,0.109,638780.5625,38326833.75,3.389305234,7.856901685
0.90,12,72,0.109,655946.875,39356812.5,3.524855018,8.126096283
0.90,12,72,0.109,672924.4375,40375466.25,3.661335349,8.395007617
0.90,12,72,0.109,678269.1575,40696149.45,3.703636208,8.47911634
0.90,6,12,0.055,11.87960529,712.7763176,0.000151569,0.001338038
0.90,6,12,0.055,17.68266678,1060.960007,0.000229627,0.002015514
0.90,6,12,0.055,23.42473412,1405.484047,0.000308698,0.00269671
0.90,6,12,0.055,29.10542297,1746.325378,0.00038876,0.003381702
0.90,6,12,0.055,34.73030472,2083.818283,0.00046971,0.004070149
0.90,6,12,0.055,40.30772781,2418.463669,0.000551438,0.004761553
0.90,6,12,0.055,45.83548355,2750.129013,0.000633965,0.005456081
0.90,6,12,0.055,51.30667496,3078.400497,0.000717423,0.00615417
0.90,6,12,0.055,56.72253036,3403.351822,0.000801758,0.006855734
0.90,6,12,0.055,67.42919922,4045.751953,0.00097244,0.008266779
0.90,6,12,0.055,77.90367889,4674.220734,0.001146672,0.00969254
0.90,6,12,0.055,88.19429779,5291.657867,0.001323746,0.011129928
0.90,6,12,0.055,98.30162048,5898.097229,0.001503614,0.012578856
0.90,6,12,0.055,108.2493057,6494.958344,0.001685836,0.014037785
0.90,6,12,0.055,118.0394745,7082.368469,0.001870418,0.015506532
0.90,6,12,0.055,127.6814804,7660.888824,0.002057213,0.01698448
0.90,6,12,0.055,137.1786194,8230.717163,0.002246091,0.018471434
0.90,6,12,0.055,146.535965,8792.157898,0.002436962,0.019967109
0.90,6,12,0.055,164.8355713,9890.134277,0.002825104,0.022984014
0.90,6,12,0.055,182.6534729,10959.20837,0.00321966,0.026031262
0.90,6,12,0.055,200.0426483,12002.5589,0.003620235,0.029105375
0.90,6,12,0.055,217.0558624,13023.35175,0.004026045,0.032203206
0.90,6,12,0.055,233.7389832,14024.33899,0.004436492,0.035321938
0.90,6,12,0.055,250.1102295,15006.61377,0.00485128,0.038460408
0.90,6,12,0.055,266.1790771,15970.74463,0.005270105,0.04161819
0.90,6,12,0.055,281.9906616,16919.4397,0.005692334,0.044792494
0.90,6,12,0.055,297.5455322,17852.73193,0.006117984,0.047983099
0.90,6,12,0.055,312.8735657,18772.41394,0.006546671,0.051188221
0.90,6,12,0.055,327.9949646,19679.69788,0.006978102,0.054406638
0.90,6,12,0.055,342.9094543,20574.56726,0.007412218,0.057638453
0.90,6,12,0.055,357.646637,21458.79822,0.007848591,0.060881782
0.90,6,12,0.055,361.7084514,21702.50708,0.007966119,0.061761499
0.90,6,12,0.055,419.4943237,25169.65942,0.009734271,0.07486888
0.90,6,12,0.055,526.7420654,31604.52393,0.013383754,0.10162228
0.90,6,12,0.055,715.4920654,42929.52393,0.021021694,0.15680662
0.90,6,12,0.055,1022.488525,61349.31152,0.03717934,0.271838938
0.90,6,12,0.055,1298.540894,77912.45361,0.053546675,0.38904124
0.90,6,12,0.055,1550.164429,93009.86572,0.070140794,0.507928866
0.90,6,12,0.055,1780.898438,106853.9063,0.086916909,0.628267325
0.90,6,12,0.055,1991.84082,119510.4492,0.103916977,0.749934318
0.90,6,12,0.055,2188.286865,131297.2119,0.121078562,0.872569955
0.90,6,12,0.055,2371.19165,142271.499,0.138353005,0.99613497
0.90,6,12,0.055,2543.931152,152635.8691,0.155698918,1.120402067
0.90,6,12,0.055,2703.354004,162201.2402,0.173111103,1.245622612
0.90,6,12,0.055,2852.342529,171140.5518,0.190554962,1.371609133
0.90,6,12,0.055,2990.217529,179413.0518,0.208019152,1.498423989
0.90,6,12,0.055,3117.981201,187078.8721,0.225521445,1.625965425
0.90,6,12,0.055,3236.474609,194188.4766,0.243050061,1.754186202
0.90,6,12,0.055,3346.205811,200772.3486,0.260625958,1.883029791
0.90,6,12,0.055,3449.0271,206941.626,0.278222725,2.012370938
0.90,6,12,0.055,3544.508545,212670.5127,0.2958446,2.142240775
0.90,6,12,0.055,3632.654541,217959.2725,0.313477993,2.272648853
0.90,6,12,0.055,3715.252197,222915.1318,0.331137255,2.403439272
0.90,6,12,0.055,3791.897949,227513.877,0.348813042,2.534649431
0.90,6,12,0.055,3862.840332,231770.4199,0.366496727,2.666270386
0.90,6,12,0.055,3928.449219,235706.9531,0.384189174,2.798268969
0.90,6,12,0.055,3988.570557,239314.2334,0.401898548,2.930643449
0.90,6,12,0.055,4044.874512,242692.4707,0.419598296,3.063289344
0.90,6,12,0.055,4096.82959,245809.7754,0.437312424,3.196229492
0.90,6,12,0.055,4144.286621,248657.1973,0.455037862,3.329470452
0.90,6,12,0.055,4187.790527,251267.4316,0.472729936,3.463012019
0.90,6,12,0.055,4226.668945,253600.1367,0.490454227,3.596846878
0.90,6,12,0.055,4265.11377,255906.8262,0.508174196,3.730682333
0.90,6,12,0.055,4299.716309,257982.9785,0.52593492,3.86473193
0.90,6,12,0.055,4333.154297,259989.2578,0.543684572,3.998832413
0.90,6,12,0.055,4365.224121,261913.4473,0.561456501,4.132976297
0.90,6,12,0.055,4396.315918,263778.9551,0.579241216,4.267143299
0.90,6,12,0.055,4426.254395,265575.2637,0.597024411,4.401351916
0.90,6,12,0.055,4453.491211,267209.4727,0.614816785,4.53571267
0.90,6,12,0.055,4480.574707,268834.4824,0.632617235,4.670033347
0.90,6,12,0.055,4505.891602,270353.4961,0.650422096,4.804433299
0.90,6,12,0.055,4529.118164,271747.0898,0.668223709,4.938935074
0.90,6,12,0.055,4551.669434,273100.166,0.686030775,5.073435529
0.90,6,12,0.055,4572.590332,274355.4199,0.703831255,5.208016552
0.90,6,12,0.055,4594.519531,275671.1719,0.721607894,5.342482137
0.90,6,12,0.055,4614.625488,276877.5293,0.739415854,5.477005192
0.90,6,12,0.055,4634.298828,278057.9297,0.757206351,5.611517597
0.90,6,12,0.055,4652.844727,279170.6836,0.774998695,5.746051652
0.90,6,12,0.055,4670.64502,280238.7012,0.792811304,5.880556378
0.90,6,12,0.055,4688.234863,281294.0918,0.810643405,6.01499975
0.90,6,12,0.055,4707.529785,282451.7871,0.828463018,6.149260627
0.90,6,12,0.055,4725.229004,283513.7402,0.846276462,6.283585903
0.90,6,12,0.055,4742.041504,284522.4902,0.864083499,6.417911419
0.90,6,12,0.055,4757.1875,285431.25,0.881917506,6.552276374
0.90,6,12,0.055,4772.625977,286357.5586,0.899737597,6.686552982
0.90,6,12,0.055,4785.921875,287155.3125,0.917589068,6.820884911
0.90,6,12,0.055,4796.571289,287794.2773,0.935453415,6.955337131
0.90,6,12,0.055,4812.229004,288733.7402,0.95330891,7.089344298
0.90,6,12,0.055,4823.968262,289438.0957,0.971131414,7.223597197
0.90,6,12,0.055,4839.117676,290347.0605,0.988905519,7.357567036
0.90,6,12,0.055,4850.82959,291049.7754,1.006686687,7.491698992
0.90,6,12,0.055,4864.720703,291883.2422,1.02450031,7.625555083
0.90,6,12,0.055,4876.746582,292604.7949,1.042309463,7.75947809
0.90,6,12,0.055,4885.586426,293135.1855,1.060089827,7.893585293
0.90,6,12,0.055,4893.849121,293630.9473,1.077908814,8.027619743
0.90,6,12,0.055,4903.021484,294181.2891,1.095719874,8.161497351
0.90,6,12,0.055,4913.690432,294821.4259,1.1067663,8.244826368
0.90,6,18,0.055,23.30063057,1398.037834,0.000173661,0.001431806
0.90,6,18,0.055,34.80202484,2088.12149,0.000263457,0.002156349
0.90,6,18,0.055,46.23274231,2773.964539,0.000354658,0.002884953
0.90,6,18,0.055,57.59389114,3455.633469,0.000447233,0.003617596
0.90,6,18,0.055,68.90171814,4134.103088,0.000540893,0.004353319
0.90,6,18,0.055,80.14569092,4808.741455,0.000635847,0.005092776
0.90,6,18,0.055,91.32657623,5479.594574,0.000732061,0.005835929
0.90,6,18,0.055,102.4463272,6146.779633,0.000829476,0.006582668
0.90,6,18,0.055,124.5450516,7472.703094,0.001027045,0.008084554
0.90,6,18,0.055,146.3593903,8781.563416,0.001230238,0.009603144
0.90,6,18,0.055,167.9511566,10077.0694,0.001437806,0.011134856
0.90,6,18,0.055,189.3257446,11359.54468,0.001649585,0.012679261
0.90,6,18,0.055,210.505249,12630.31494,0.001865165,0.014234973
0.90,6,18,0.055,231.4909973,13889.45984,0.002084475,0.015801828
0.90,6,18,0.055,252.2990875,15137.94525,0.002307129,0.017378874
